State,Education,Age,Median Salary,Gross Salary,Profitability Age vs. HS no grad,Profitability Age vs. HS
Florida,Bachelor's in Psychology,39,49606,857092.1535,,
Florida,Bachelor's in Science and Engineering Related Fields,39,61423,1069798.154,,
Florida,Bachelor's in Social Sciences,39,58817,1022890.154,,
Florida,Bachelor's in Visual and Performing Arts,39,41474,710716.1535,,
Georgia,Non-High School Graduate,16,30325,30325,,27.91809181
Georgia,High School Graduate,18,35880,35880,27.91809181,
Georgia,Associate Degree,20,42139,26467.07434,30.59403468,32.96899276
Georgia,Bachelor's in All Majors Combined,22,61933,26682.7687,27.87168537,27.86179063
Georgia,Bachelor's in Biological Agricultural and Environmental Sciences,22,57465,22214.7687,29.0029562,29.28215109
Georgia,Bachelor's in Business,22,71468,36217.7687,26.27915396,26.02332897
Georgia,Bachelor's in Communications,22,55546,20295.7687,29.61188023,30.09031991
Georgia,Bachelor's in Computers Mathematics and Statistics,22,81935,46684.7687,25.20849121,24.88166825
Georgia,Bachelor's in Education,22,50986,15735.7687,31.51257109,32.83438576
Georgia,Bachelor's in Engineering,22,85794,50543.7687,24.91570483,24.58156492
Georgia,Bachelor's in Liberal Arts and History,22,57486,22235.7687,28.99676858,29.27410124
Georgia,Bachelor's in Literature and Languages,22,55442,20191.7687,29.64753877,30.13864796
Georgia,Bachelor's in Multidisciplinary Studies,22,56121,20870.7687,29.41991903,29.83208494
Georgia,Bachelor's in Other,22,50482,15231.7687,31.77542448,33.24285929
Georgia,Bachelor's in Physical and Related Sciences,22,66599,31348.7687,26.9877662,26.8195329
Georgia,Bachelor's in Psychology,22,51760,16509.7687,31.1329709,32.25757124
Georgia,Bachelor's in Science and Engineering Related Fields,22,61759,26508.7687,27.90972295,27.90792655
Georgia,Bachelor's in Social Sciences,22,63114,27863.7687,27.6241798,27.56422969
Georgia,Bachelor's in Visual and Performing Arts,22,53142,17891.7687,30.51922826,31.3562873
Georgia,Non-High School Graduate,39,30325,727800,,
Georgia,High School Graduate,39,35880,789360,,
Georgia,Associate Degree,39,42139,827108.0743,,
Georgia,Bachelor's in All Majors Combined,39,61933,1079543.769,,
Georgia,Bachelor's in Biological Agricultural and Environmental Sciences,39,57465,999119.7687,,
Georgia,Bachelor's in Business,39,71468,1251173.769,,
Georgia,Bachelor's in Communications,39,55546,964577.7687,,
Georgia,Bachelor's in Computers Mathematics and Statistics,39,81935,1439579.769,,
Georgia,Bachelor's in Education,39,50986,882497.7687,,
Georgia,Bachelor's in Engineering,39,85794,1509041.769,,
Georgia,Bachelor's in Liberal Arts and History,39,57486,999497.7687,,
Georgia,Bachelor's in Literature and Languages,39,55442,962705.7687,,
Georgia,Bachelor's in Multidisciplinary Studies,39,56121,974927.7687,,
Georgia,Bachelor's in Other,39,50482,873425.7687,,
Georgia,Bachelor's in Physical and Related Sciences,39,66599,1163531.769,,
Georgia,Bachelor's in Psychology,39,51760,896429.7687,,
Georgia,Bachelor's in Science and Engineering Related Fields,39,61759,1076411.769,,
Georgia,Bachelor's in Social Sciences,39,63114,1100801.769,,
Georgia,Bachelor's in Visual and Performing Arts,39,53142,921305.7687,,
Hawaii,Non-High School Graduate,16,29829,29829,,22.13761626
Hawaii,High School Graduate,18,41441,41441,22.13761626,
Hawaii,Associate Degree,20,46737,31522.19464,26.95663623,37.52281068
Hawaii,Bachelor's in All Majors Combined,22,60249,27030.19158,27.97543749,31.57968994
Hawaii,Bachelor's in Biological Agricultural and Environmental Sciences,22,64471,31252.19158,27.12530479,29.64015668
Hawaii,Bachelor's in Business,22,59547,26328.19158,28.1402116,31.98988227
Hawaii,Bachelor's in Communications,22,57996,24777.19158,28.53338334,33.01949915
Hawaii,Bachelor's in Computers Mathematics and Statistics,22,71478,38259.19158,26.09478759,27.62458995
Hawaii,Bachelor's in Education,22,52107,18888.19158,30.52476921,39.65580428
Hawaii,Bachelor's in Engineering,22,82768,49549.19158,25.00825116,25.81483796
Hawaii,Bachelor's in Liberal Arts and History,22,54066,20847.19158,29.75491226,36.76101453
Hawaii,Bachelor's in Literature and Languages,22,42890,9671.191579,37.24629113,158.3242294
Hawaii,Bachelor's in Multidisciplinary Studies,22,61250,28031.19158,27.75321627,31.04507085
Hawaii,Bachelor's in Other,22,59718,26499.19158,28.09936125,31.8870607
Hawaii,Bachelor's in Physical and Related Sciences,22,59975,26756.19158,28.03883794,31.73609628
Hawaii,Bachelor's in Psychology,22,57539,24320.19158,28.65762571,33.36071614
Hawaii,Bachelor's in Science and Engineering Related Fields,22,74637,41418.19158,25.73560097,26.99418028
Hawaii,Bachelor's in Social Sciences,22,50493,17274.19158,31.26871895,42.98219271
Hawaii,Bachelor's in Visual and Performing Arts,22,36076,2857.191579,54.96715358,-16.08906028
Hawaii,Non-High School Graduate,39,29829,715896,,
Hawaii,High School Graduate,39,41441,911702,,
Hawaii,Associate Degree,39,46737,919525.1946,,
Hawaii,Bachelor's in All Majors Combined,39,60249,1051263.192,,
Hawaii,Bachelor's in Biological Agricultural and Environmental Sciences,39,64471,1127259.192,,
Hawaii,Bachelor's in Business,39,59547,1038627.192,,
Hawaii,Bachelor's in Communications,39,57996,1010709.192,,
Hawaii,Bachelor's in Computers Mathematics and Statistics,39,71478,1253385.192,,
Hawaii,Bachelor's in Education,39,52107,904707.1916,,
Hawaii,Bachelor's in Engineering,39,82768,1456605.192,,
Hawaii,Bachelor's in Liberal Arts and History,39,54066,939969.1916,,
Hawaii,Bachelor's in Literature and Languages,39,42890,738801.1916,,
Hawaii,Bachelor's in Multidisciplinary Studies,39,61250,1069281.192,,
Hawaii,Bachelor's in Other,39,59718,1041705.192,,
Hawaii,Bachelor's in Physical and Related Sciences,39,59975,1046331.192,,
Hawaii,Bachelor's in Psychology,39,57539,1002483.192,,
Hawaii,Bachelor's in Science and Engineering Related Fields,39,74637,1310247.192,,
Hawaii,Bachelor's in Social Sciences,39,50493,875655.1916,,
Hawaii,Bachelor's in Visual and Performing Arts,39,36076,616149.1916,,
Idaho,Non-High School Graduate,16,35192,35192,,48.79042457
Idaho,High School Graduate,18,37406,37406,48.79042457,
Idaho,Associate Degree,20,40546,24784.72865,48.23594908,47.84499088
Idaho,Bachelor's in All Majors Combined,22,54167,21668.31276,33.84061593,31.86586046
Idaho,Bachelor's in Biological Agricultural and Environmental Sciences,22,51716,19217.31276,35.74526067,33.72695229
Idaho,Bachelor's in Business,22,64502,32003.31276,29.31288595,27.72138645
Idaho,Bachelor's in Communications,22,41541,9042.312763,59.37623047,65.04418071
Idaho,Bachelor's in Computers Mathematics and Statistics,22,85377,52878.31276,25.85505006,24.79651638
Idaho,Bachelor's in Education,22,44899,12400.31276,46.10051378,45.30571029
Idaho,Bachelor's in Engineering,22,87357,54858.31276,25.67076943,24.64602685
Idaho,Bachelor's in Liberal Arts and History,22,40931,8432.312763,63.4552513,72.66601056
Idaho,Bachelor's in Literature and Languages,22,45885,13386.31276,43.78599899,42.47926492
Idaho,Bachelor's in Multidisciplinary Studies,22,45313,12814.31276,45.07377603,44.03309564
Idaho,Bachelor's in Other,22,49459,16960.31276,38.07792018,36.11015409
Idaho,Bachelor's in Physical and Related Sciences,22,55170,22671.31276,33.19594991,31.25234673
Idaho,Bachelor's in Psychology,22,41253,8754.312763,61.19975041,68.34148356
Idaho,Bachelor's in Science and Engineering Related Fields,22,54877,22378.31276,33.37747967,31.42428523
Idaho,Bachelor's in Social Sciences,22,56165,23666.31276,32.61735027,30.70854988
Idaho,Bachelor's in Visual and Performing Arts,22,41177,8678.312763,61.71022343,69.2955946
Idaho,Non-High School Graduate,39,35192,844608,,
Idaho,High School Graduate,39,37406,822932,,
Idaho,Associate Degree,39,40546,795158.7287,,
Idaho,Bachelor's in All Majors Combined,39,54167,942507.3128,,
Idaho,Bachelor's in Biological Agricultural and Environmental Sciences,39,51716,898389.3128,,
Idaho,Bachelor's in Business,39,64502,1128537.313,,
Idaho,Bachelor's in Communications,39,41541,715239.3128,,
Idaho,Bachelor's in Computers Mathematics and Statistics,39,85377,1504287.313,,
Idaho,Bachelor's in Education,39,44899,775683.3128,,
Idaho,Bachelor's in Engineering,39,87357,1539927.313,,
Idaho,Bachelor's in Liberal Arts and History,39,40931,704259.3128,,
Idaho,Bachelor's in Literature and Languages,39,45885,793431.3128,,
Idaho,Bachelor's in Multidisciplinary Studies,39,45313,783135.3128,,
Idaho,Bachelor's in Other,39,49459,857763.3128,,
Idaho,Bachelor's in Physical and Related Sciences,39,55170,960561.3128,,
Idaho,Bachelor's in Psychology,39,41253,710055.3128,,
Idaho,Bachelor's in Science and Engineering Related Fields,39,54877,955287.3128,,
Idaho,Bachelor's in Social Sciences,39,56165,978471.3128,,
Idaho,Bachelor's in Visual and Performing Arts,39,41177,708687.3128,,
Illinois,Non-High School Graduate,16,31826,31826,,26.17175793
Illinois,High School Graduate,18,38766,38766,26.17175793,
Illinois,Associate Degree,20,44169,31083.51829,30.37401618,35.77169752
Illinois,Bachelor's in All Majors Combined,22,67514,32505.63272,27.33166239,27.61167272
Illinois,Bachelor's in Biological Agricultural and Environmental Sciences,22,65515,30506.63272,27.70736345,28.10577469
Illinois,Bachelor's in Business,22,80191,45182.63272,25.67206383,25.58834924
Illinois,Bachelor's in Communications,22,63547,28538.63272,28.12349444,28.67008463
Illinois,Bachelor's in Computers Mathematics and Statistics,22,84254,49245.63272,25.30999404,25.17851669
Illinois,Bachelor's in Education,22,55945,20936.63272,30.36872869,32.06422768
Illinois,Bachelor's in Engineering,22,90621,55612.63272,24.84325822,24.66545882
Illinois,Bachelor's in Liberal Arts and History,22,61603,26594.63272,28.58855383,29.32300071
Illinois,Bachelor's in Literature and Languages,22,55834,20825.63272,30.41204462,32.13618276
Illinois,Bachelor's in Multidisciplinary Studies,22,62458,27449.63272,28.37674221,29.02263917
Illinois,Bachelor's in Other,22,61619,26610.63272,28.58447848,29.31717356
Illinois,Bachelor's in Physical and Related Sciences,22,65166,30157.63272,27.7775755,28.19971088
Illinois,Bachelor's in Psychology,22,57901,22892.63272,29.6659393,30.93323059
Illinois,Bachelor's in Science and Engineering Related Fields,22,66607,31598.63272,27.49677604,27.82706682
Illinois,Bachelor's in Social Sciences,22,71816,36807.63272,26.65052181,26.75105499
Illinois,Bachelor's in Visual and Performing Arts,22,49499,14490.63272,33.78585228,38.70915562
Illinois,Non-High School Graduate,39,31826,763824,,
Illinois,High School Graduate,39,38766,852852,,
Illinois,Associate Degree,39,44169,870294.5183,,
Illinois,Bachelor's in All Majors Combined,39,67514,1180243.633,,
Illinois,Bachelor's in Biological Agricultural and Environmental Sciences,39,65515,1144261.633,,
Illinois,Bachelor's in Business,39,80191,1408429.633,,
Illinois,Bachelor's in Communications,39,63547,1108837.633,,
Illinois,Bachelor's in Computers Mathematics and Statistics,39,84254,1481563.633,,
Illinois,Bachelor's in Education,39,55945,972001.6327,,
Illinois,Bachelor's in Engineering,39,90621,1596169.633,,
Illinois,Bachelor's in Liberal Arts and History,39,61603,1073845.633,,
Illinois,Bachelor's in Literature and Languages,39,55834,970003.6327,,
Illinois,Bachelor's in Multidisciplinary Studies,39,62458,1089235.633,,
Illinois,Bachelor's in Other,39,61619,1074133.633,,
Illinois,Bachelor's in Physical and Related Sciences,39,65166,1137979.633,,
Illinois,Bachelor's in Psychology,39,57901,1007209.633,,
Illinois,Bachelor's in Science and Engineering Related Fields,39,66607,1163917.633,,
Illinois,Bachelor's in Social Sciences,39,71816,1257679.633,,
Illinois,Bachelor's in Visual and Performing Arts,39,49499,855973.6327,,
Indiana,Non-High School Graduate,16,32019,32019,,26.80073462
Indiana,High School Graduate,18,38553,38553,26.80073462,
Indiana,Associate Degree,20,44403,23602.41946,31.02168771,35.73616761
Indiana,Bachelor's in All Majors Combined,22,55574,20568.58092,30.64208954,32.11670402
Indiana,Bachelor's in Biological Agricultural and Environmental Sciences,22,58560,23554.58092,29.55730451,30.45756081
Indiana,Bachelor's in Business,22,66513,31507.58092,27.58431667,27.76743273
Indiana,Bachelor's in Communications,22,52590,17584.58092,32.04075733,34.47990447
Indiana,Bachelor's in Computers Mathematics and Statistics,22,68874,33868.58092,27.16251307,27.24047423
Indiana,Bachelor's in Education,22,47086,12080.58092,36.07396423,43.1747825
Indiana,Bachelor's in Engineering,22,83197,48191.58092,25.43783304,25.23836169
Indiana,Bachelor's in Liberal Arts and History,22,47718,12712.58092,35.46712651,41.64565402
Indiana,Bachelor's in Literature and Languages,22,42324,7318.58092,43.03973014,71.17698729
Indiana,Bachelor's in Multidisciplinary Studies,22,51798,16792.58092,32.48285652,35.28595086
Indiana,Bachelor's in Other,22,51481,16475.58092,32.66989102,35.63624838
Indiana,Bachelor's in Physical and Related Sciences,22,61168,26162.58092,28.79167104,29.36689892
Indiana,Bachelor's in Psychology,22,50682,15676.58092,33.16950217,36.60041381
Indiana,Bachelor's in Science and Engineering Related Fields,22,63279,28273.58092,28.26549645,28.65256892
Indiana,Bachelor's in Social Sciences,22,50487,15481.58092,33.29799757,36.85532253
Indiana,Bachelor's in Visual and Performing Arts,22,43216,8210.58092,41.28395276,61.57847289
Indiana,Non-High School Graduate,39,32019,768456,,
Indiana,High School Graduate,39,38553,848166,,
Indiana,Associate Degree,39,44403,867259.4195,,
Indiana,Bachelor's in All Majors Combined,39,55574,965326.5809,,
Indiana,Bachelor's in Biological Agricultural and Environmental Sciences,39,58560,1019074.581,,
Indiana,Bachelor's in Business,39,66513,1162228.581,,
Indiana,Bachelor's in Communications,39,52590,911614.5809,,
Indiana,Bachelor's in Computers Mathematics and Statistics,39,68874,1204726.581,,
Indiana,Bachelor's in Education,39,47086,812542.5809,,
Indiana,Bachelor's in Engineering,39,83197,1462540.581,,
Indiana,Bachelor's in Liberal Arts and History,39,47718,823918.5809,,
Indiana,Bachelor's in Literature and Languages,39,42324,726826.5809,,
Indiana,Bachelor's in Multidisciplinary Studies,39,51798,897358.5809,,
Indiana,Bachelor's in Other,39,51481,891652.5809,,
Indiana,Bachelor's in Physical and Related Sciences,39,61168,1066018.581,,
Indiana,Bachelor's in Psychology,39,50682,877270.5809,,
Indiana,Bachelor's in Science and Engineering Related Fields,39,63279,1104016.581,,
Indiana,Bachelor's in Social Sciences,39,50487,873760.5809,,
Indiana,Bachelor's in Visual and Performing Arts,39,43216,742882.5809,,
Iowa,Non-High School Graduate,16,32968,32968,,27.18946067
Iowa,High School Graduate,18,39439,39439,27.18946067,
Iowa,Associate Degree,20,45837,30122.96549,30.46833744,33.78462559
Iowa,Bachelor's in All Majors Combined,22,57861,17164.35612,30.58119326,31.77258951
Iowa,Bachelor's in Biological Agricultural and Environmental Sciences,22,56998,16301.35612,30.92528689,32.30204703
Iowa,Bachelor's in Business,22,69840,29143.35612,27.46844879,27.52783276
Iowa,Bachelor's in Communications,22,50004,9307.356119,35.0000378,39.78397008
Iowa,Bachelor's in Computers Mathematics and Statistics,22,63927,23230.35612,28.7038872,29.10407726
Iowa,Bachelor's in Education,22,50126,9429.356119,34.90049213,39.56953718
Iowa,Bachelor's in Engineering,22,80929,40232.35612,25.97288722,25.78314398
Iowa,Bachelor's in Liberal Arts and History,22,50498,9801.356119,34.60551306,38.94489953
Iowa,Bachelor's in Literature and Languages,22,44113,3416.356119,42.4001475,63.4588455
Iowa,Bachelor's in Multidisciplinary Studies,22,50161,9464.356119,34.87219472,39.50892034
Iowa,Bachelor's in Other,22,52522,11825.35612,33.19723043,36.16874141
Iowa,Bachelor's in Physical and Related Sciences,22,50347,9650.356119,34.72372656,39.19331169
Iowa,Bachelor's in Psychology,22,51775,11078.35612,33.68169532,37.08727658
Iowa,Bachelor's in Science and Engineering Related Fields,22,62547,21850.35612,29.06330991,29.58804933
Iowa,Bachelor's in Social Sciences,22,57877,17180.35612,30.5750389,31.76324134
Iowa,Bachelor's in Visual and Performing Arts,22,46087,5390.356119,39.18009329,50.85148073
Iowa,Non-High School Graduate,39,32968,791232,,
Iowa,High School Graduate,39,39439,867658,,
Iowa,Associate Degree,39,45837,901025.9655,,
Iowa,Bachelor's in All Majors Combined,39,57861,1000801.356,,
Iowa,Bachelor's in Biological Agricultural and Environmental Sciences,39,56998,985267.3561,,
Iowa,Bachelor's in Business,39,69840,1216423.356,,
Iowa,Bachelor's in Communications,39,50004,859375.3561,,
Iowa,Bachelor's in Computers Mathematics and Statistics,39,63927,1109989.356,,
Iowa,Bachelor's in Education,39,50126,861571.3561,,
Iowa,Bachelor's in Engineering,39,80929,1416025.356,,
Iowa,Bachelor's in Liberal Arts and History,39,50498,868267.3561,,
Iowa,Bachelor's in Literature and Languages,39,44113,753337.3561,,
Iowa,Bachelor's in Multidisciplinary Studies,39,50161,862201.3561,,
Iowa,Bachelor's in Other,39,52522,904699.3561,,
Iowa,Bachelor's in Physical and Related Sciences,39,50347,865549.3561,,
Iowa,Bachelor's in Psychology,39,51775,891253.3561,,
Iowa,Bachelor's in Science and Engineering Related Fields,39,62547,1085149.356,,
Iowa,Bachelor's in Social Sciences,39,57877,1001089.356,,
Iowa,Bachelor's in Visual and Performing Arts,39,46087,788869.3561,,
Kansas,Non-High School Graduate,16,32838,32838,,34.18817064
Kansas,High School Graduate,18,36659,36659,34.18817064,
Kansas,Associate Degree,20,42026,28287.83062,34.79126789,35.22063898
Kansas,Bachelor's in All Majors Combined,22,58345,24821.66684,30.03874753,29.30763318
Kansas,Bachelor's in Biological Agricultural and Environmental Sciences,22,55368,21844.66684,31.23308181,30.62955439
Kansas,Bachelor's in Business,22,63845,30321.66684,28.4354608,27.62691581
Kansas,Bachelor's in Communications,22,52878,19354.66684,32.50455754,32.10791869
Kansas,Bachelor's in Computers Mathematics and Statistics,22,76914,43390.66684,26.23076806,25.47545232
Kansas,Bachelor's in Education,22,50387,16863.66684,34.13757668,34.12349455
Kansas,Bachelor's in Engineering,22,84264,50740.66684,25.48316675,24.78446241
Kansas,Bachelor's in Liberal Arts and History,22,50444,16920.66684,34.09504335,34.06922983
Kansas,Bachelor's in Literature and Languages,22,40478,6954.666843,51.17687607,68.17447844
Kansas,Bachelor's in Multidisciplinary Studies,22,49167,15643.66684,35.11913364,35.40352839
Kansas,Bachelor's in Other,22,52744,19220.66684,32.58200207,32.2004559
Kansas,Bachelor's in Physical and Related Sciences,22,63001,29477.66684,28.64351468,27.83924277
Kansas,Bachelor's in Psychology,22,49307,15783.66684,34.99910943,35.24409655
Kansas,Bachelor's in Science and Engineering Related Fields,22,61241,27717.66684,29.11714724,28.32891275
Kansas,Bachelor's in Social Sciences,22,63670,30146.66684,28.47766389,27.66985055
Kansas,Bachelor's in Visual and Performing Arts,22,48100,14576.66684,36.10623333,36.74681699
Kansas,Non-High School Graduate,39,32838,788112,,
Kansas,High School Graduate,39,36659,806498,,
Kansas,Associate Degree,39,42026,826781.8306,,
Kansas,Bachelor's in All Majors Combined,39,58345,1016686.667,,
Kansas,Bachelor's in Biological Agricultural and Environmental Sciences,39,55368,963100.6668,,
Kansas,Bachelor's in Business,39,63845,1115686.667,,
Kansas,Bachelor's in Communications,39,52878,918280.6668,,
Kansas,Bachelor's in Computers Mathematics and Statistics,39,76914,1350928.667,,
Kansas,Bachelor's in Education,39,50387,873442.6668,,
Kansas,Bachelor's in Engineering,39,84264,1483228.667,,
Kansas,Bachelor's in Liberal Arts and History,39,50444,874468.6668,,
Kansas,Bachelor's in Literature and Languages,39,40478,695080.6668,,
Kansas,Bachelor's in Multidisciplinary Studies,39,49167,851482.6668,,
Kansas,Bachelor's in Other,39,52744,915868.6668,,
Kansas,Bachelor's in Physical and Related Sciences,39,63001,1100494.667,,
Kansas,Bachelor's in Psychology,39,49307,854002.6668,,
Kansas,Bachelor's in Science and Engineering Related Fields,39,61241,1068814.667,,
Kansas,Bachelor's in Social Sciences,39,63670,1112536.667,,
Kansas,Bachelor's in Visual and Performing Arts,39,48100,832276.6668,,
Kentucky,Non-High School Graduate,16,27314,27314,,23.83961437
Kentucky,High School Graduate,18,35301,35301,23.83961437,
Kentucky,Associate Degree,20,40667,26930.79799,28.21082918,34.71714536
Kentucky,Bachelor's in All Majors Combined,22,53559,17787.9791,28.60735458,30.69301243
Kentucky,Bachelor's in Biological Agricultural and Environmental Sciences,22,57727,21955.9791,27.56479206,28.89151079
Kentucky,Bachelor's in Business,22,58864,23092.9791,27.32820985,28.51071684
Kentucky,Bachelor's in Communications,22,50596,14824.9791,29.57550987,32.57077613
Kentucky,Bachelor's in Computers Mathematics and Statistics,22,66263,30491.9791,26.12606282,26.7158782
Kentucky,Bachelor's in Education,22,44486,8714.9791,32.62677736,40.26783026
Kentucky,Bachelor's in Engineering,22,91290,55518.9791,24.12077999,24.16088912
Kentucky,Bachelor's in Liberal Arts and History,22,44737,8965.9791,32.45927917,39.75530107
Kentucky,Bachelor's in Literature and Languages,22,46271,10499.9791,31.53199456,37.13263636
Kentucky,Bachelor's in Multidisciplinary Studies,22,36189,417.9791003,43.49634038,220.2961947
Kentucky,Bachelor's in Other,22,48028,12256.9791,30.6386512,34.90547819
Kentucky,Bachelor's in Physical and Related Sciences,22,54381,18609.9791,28.37632619,30.27542038
Kentucky,Bachelor's in Psychology,22,45554,9782.9791,31.94599895,38.26080375
Kentucky,Bachelor's in Science and Engineering Related Fields,22,64320,28548.9791,26.39520675,27.0985913
Kentucky,Bachelor's in Social Sciences,22,50630,14858.9791,29.56300484,32.54511194
Kentucky,Bachelor's in Visual and Performing Arts,22,40920,5148.9791,35.6740424,52.49582148
Kentucky,Non-High School Graduate,39,27314,655536,,
Kentucky,High School Graduate,39,35301,776622,,
Kentucky,Associate Degree,39,40667,799603.798,,
Kentucky,Bachelor's in All Majors Combined,39,53559,928290.9791,,
Kentucky,Bachelor's in Biological Agricultural and Environmental Sciences,39,57727,1003314.979,,
Kentucky,Bachelor's in Business,39,58864,1023780.979,,
Kentucky,Bachelor's in Communications,39,50596,874956.9791,,
Kentucky,Bachelor's in Computers Mathematics and Statistics,39,66263,1156962.979,,
Kentucky,Bachelor's in Education,39,44486,764976.9791,,
Kentucky,Bachelor's in Engineering,39,91290,1607448.979,,
Kentucky,Bachelor's in Liberal Arts and History,39,44737,769494.9791,,
Kentucky,Bachelor's in Literature and Languages,39,46271,797106.9791,,
Kentucky,Bachelor's in Multidisciplinary Studies,39,36189,615630.9791,,
Kentucky,Bachelor's in Other,39,48028,828732.9791,,
Kentucky,Bachelor's in Physical and Related Sciences,39,54381,943086.9791,,
Kentucky,Bachelor's in Psychology,39,45554,784200.9791,,
Kentucky,Bachelor's in Science and Engineering Related Fields,39,64320,1121988.979,,
Kentucky,Bachelor's in Social Sciences,39,50630,875568.9791,,
Kentucky,Bachelor's in Visual and Performing Arts,39,40920,700788.9791,,
Louisiana,Non-High School Graduate,16,25977,25977,,23.84415755
Louisiana,High School Graduate,18,33568,33568,23.84415755,
Louisiana,Associate Degree,20,40916,23975.86799,27.08943919,30.44204301
Louisiana,Bachelor's in All Majors Combined,22,54348,22626.80413,27.61179359,28.988123
Louisiana,Bachelor's in Biological Agricultural and Environmental Sciences,22,64475,32753.80413,25.87254392,26.37073142
Louisiana,Bachelor's in Business,22,58232,26510.80413,26.81563156,27.73018147
Louisiana,Bachelor's in Communications,22,48154,16432.80413,29.45845677,32.3803096
Louisiana,Bachelor's in Computers Mathematics and Statistics,22,54804,23082.80413,27.50720491,28.81659427
Louisiana,Bachelor's in Education,22,47117,15395.80413,29.87337729,33.25132452
Louisiana,Bachelor's in Engineering,22,88923,57201.80413,23.98006539,23.99870284
Louisiana,Bachelor's in Liberal Arts and History,22,50140,18418.80413,28.76324115,31.01648539
Louisiana,Bachelor's in Literature and Languages,22,46222,14500.80413,30.26565551,34.11784383
Louisiana,Bachelor's in Multidisciplinary Studies,22,42809,11087.80413,32.14443892,38.96268757
Louisiana,Bachelor's in Other,22,51933,20211.80413,28.22696856,30.03856226
Louisiana,Bachelor's in Physical and Related Sciences,22,55883,24161.80413,27.2724268,28.4386375
Louisiana,Bachelor's in Psychology,22,46021,14299.80413,30.35857094,34.32957487
Louisiana,Bachelor's in Science and Engineering Related Fields,22,60657,28935.80413,26.40897335,27.12769744
Louisiana,Bachelor's in Social Sciences,22,65249,33527.80413,25.77651242,26.23951882
Louisiana,Bachelor's in Visual and Performing Arts,22,36338,4616.804126,39.10473853,80.92534147
Louisiana,Non-High School Graduate,39,25977,623448,,
Louisiana,High School Graduate,39,33568,738496,,
Louisiana,Associate Degree,39,40916,801379.868,,
Louisiana,Bachelor's in All Majors Combined,39,54348,946542.8041,,
Louisiana,Bachelor's in Biological Agricultural and Environmental Sciences,39,64475,1128828.804,,
Louisiana,Bachelor's in Business,39,58232,1016454.804,,
Louisiana,Bachelor's in Communications,39,48154,835050.8041,,
Louisiana,Bachelor's in Computers Mathematics and Statistics,39,54804,954750.8041,,
Louisiana,Bachelor's in Education,39,47117,816384.8041,,
Louisiana,Bachelor's in Engineering,39,88923,1568892.804,,
Louisiana,Bachelor's in Liberal Arts and History,39,50140,870798.8041,,
Louisiana,Bachelor's in Literature and Languages,39,46222,800274.8041,,
Louisiana,Bachelor's in Multidisciplinary Studies,39,42809,738840.8041,,
Louisiana,Bachelor's in Other,39,51933,903072.8041,,
Louisiana,Bachelor's in Physical and Related Sciences,39,55883,974172.8041,,
Louisiana,Bachelor's in Psychology,39,46021,796656.8041,,
Louisiana,Bachelor's in Science and Engineering Related Fields,39,60657,1060104.804,,
Louisiana,Bachelor's in Social Sciences,39,65249,1142760.804,,
Louisiana,Bachelor's in Visual and Performing Arts,39,36338,622362.8041,,
Maine,Non-High School Graduate,16,31011,31011,,28.56263982
Maine,High School Graduate,18,36375,36375,28.56263982,
Maine,Associate Degree,20,43898,28536.17771,29.8175543,30.71232518
Maine,Bachelor's in All Majors Combined,22,56454,15592.27986,29.91906301,30.28142438
Maine,Bachelor's in Biological Agricultural and Environmental Sciences,22,51597,10735.27986,32.02340038,33.24291947
Maine,Bachelor's in Business,22,67591,26729.27986,27.20360088,26.97007048
Maine,Bachelor's in Communications,22,58400,17538.27986,29.28535982,29.46137208
Maine,Bachelor's in Computers Mathematics and Statistics,22,64153,23291.27986,27.84713415,27.70896825
Maine,Bachelor's in Education,22,47760,6898.279861,34.54873247,37.36905754
Maine,Bachelor's in Engineering,22,93338,52476.27986,24.64092159,24.27162755
Maine,Bachelor's in Liberal Arts and History,22,53243,12381.27986,31.20725621,32.04824046
Maine,Bachelor's in Literature and Languages,22,46879,6017.279861,35.30096547,38.7419764
Maine,Bachelor's in Multidisciplinary Studies,22,43917,3055.279861,38.58311794,45.70985417
Maine,Bachelor's in Other,22,62869,22007.27986,28.12310001,28.03411037
Maine,Bachelor's in Physical and Related Sciences,22,87790,46928.27986,24.99668399,24.62465662
Maine,Bachelor's in Psychology,22,50610,9748.279861,32.57853565,34.09179629
Maine,Bachelor's in Science and Engineering Related Fields,22,62387,21525.27986,28.2325255,28.1644518
Maine,Bachelor's in Social Sciences,22,56799,15937.27986,29.79974097,30.12464356
Maine,Bachelor's in Visual and Performing Arts,22,38954,-1907.720139,49.56952287,93.26123309
Maine,Non-High School Graduate,39,31011,744264,,
Maine,High School Graduate,39,36375,800250,,
Maine,Associate Degree,39,43898,862598.1777,,
Maine,Bachelor's in All Majors Combined,39,56454,975310.2799,,
Maine,Bachelor's in Biological Agricultural and Environmental Sciences,39,51597,887884.2799,,
Maine,Bachelor's in Business,39,67591,1175776.28,,
Maine,Bachelor's in Communications,39,58400,1010338.28,,
Maine,Bachelor's in Computers Mathematics and Statistics,39,64153,1113892.28,,
Maine,Bachelor's in Education,39,47760,818818.2799,,
Maine,Bachelor's in Engineering,39,93338,1639222.28,,
Maine,Bachelor's in Liberal Arts and History,39,53243,917512.2799,,
Maine,Bachelor's in Literature and Languages,39,46879,802960.2799,,
