,State,Education,Major,Age,Median Salary,Gross Salary,Profitability Age vs. HS no grad,Profitability Age vs. HS
333,District_of_Columbia,Bachelor's Degree,Liberal Arts and History,39,97090,1713119.062,,
334,District_of_Columbia,Bachelor's Degree,Literature and Languages,39,86784,1527611.062,,
335,District_of_Columbia,Bachelor's Degree,Multidisciplinary Studies,39,82696,1454027.062,,
336,District_of_Columbia,Bachelor's Degree,Other,39,76995,1351409.062,,
337,District_of_Columbia,Bachelor's Degree,Physical and Related Sciences,39,80874,1421231.062,,
338,District_of_Columbia,Bachelor's Degree,Psychology,39,71834,1258511.062,,
339,District_of_Columbia,Bachelor's Degree,Science and Engineering Related Fields,39,77615,1362569.062,,
340,District_of_Columbia,Bachelor's Degree,Social Sciences,39,94380,1664339.062,,
341,District_of_Columbia,Bachelor's Degree,Visual and Performing Arts,39,73475,1288049.062,,
342,Florida,HS did not graduate,,16,28063,28063.0,,24.36951983
343,Florida,HS graduate,,18,34769,34769.0,24.36951983,
344,Florida,Associate Degree,,20,41565,21458.86609,27.80285394,31.19072012
345,Florida,Bachelor's Degree,All Majors Combined,22,56340,20524.15353,27.22119908,28.10773012
346,Florida,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,60461,24645.15353,26.30266827,26.8072492
347,Florida,Bachelor's Degree,Business,22,64042,28226.15353,25.67536192,25.97451052
348,Florida,Bachelor's Degree,Communications,22,50589,14773.15353,29.06480718,31.0551104
349,Florida,Bachelor's Degree,Computers Mathematics and Statistics,22,69246,33430.15353,24.95820718,25.07271069
350,Florida,Bachelor's Degree,Education,22,49144,13328.15353,29.68615561,32.16638932
351,Florida,Bachelor's Degree,Engineering,22,74965,39149.15353,24.3536277,24.35097638
352,Florida,Bachelor's Degree,Liberal Arts and History,22,50296,14480.15353,29.18426872,31.26372425
353,Florida,Bachelor's Degree,Literature and Languages,22,49076,13260.15353,29.7175009,32.22421517
354,Florida,Bachelor's Degree,Multidisciplinary Studies,22,47287,11471.15353,30.6218189,33.97122915
355,Florida,Bachelor's Degree,Other,22,52219,16403.15353,28.45313158,30.02245538
356,Florida,Bachelor's Degree,Physical and Related Sciences,22,55710,19894.15353,27.38575059,28.35164732
357,Florida,Bachelor's Degree,Psychology,22,49606,13790.15353,29.47843135,31.78754778
358,Florida,Bachelor's Degree,Science and Engineering Related Fields,22,61423,25607.15353,26.12091866,26.56156098
359,Florida,Bachelor's Degree,Social Sciences,22,58817,23001.15353,26.63958661,27.27261504
360,Florida,Bachelor's Degree,Visual and Performing Arts,22,41474,5658.153533,35.22584792,46.08379515
361,Florida,HS did not graduate,,39,28063,673512.0,,
362,Florida,HS graduate,,39,34769,764918.0,,
363,Florida,Associate Degree,,39,41565,811193.8661,,
364,Florida,Bachelor's Degree,All Majors Combined,39,56340,978304.1535,,
365,Florida,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,60461,1052482.154,,
366,Florida,Bachelor's Degree,Business,39,64042,1116940.154,,
367,Florida,Bachelor's Degree,Communications,39,50589,874786.1535,,
368,Florida,Bachelor's Degree,Computers Mathematics and Statistics,39,69246,1210612.154,,
369,Florida,Bachelor's Degree,Education,39,49144,848776.1535,,
370,Florida,Bachelor's Degree,Engineering,39,74965,1313554.154,,
371,Florida,Bachelor's Degree,Liberal Arts and History,39,50296,869512.1535,,
372,Florida,Bachelor's Degree,Literature and Languages,39,49076,847552.1535,,
373,Florida,Bachelor's Degree,Multidisciplinary Studies,39,47287,815350.1535,,
374,Florida,Bachelor's Degree,Other,39,52219,904126.1535,,
375,Florida,Bachelor's Degree,Physical and Related Sciences,39,55710,966964.1535,,
376,Florida,Bachelor's Degree,Psychology,39,49606,857092.1535,,
377,Florida,Bachelor's Degree,Science and Engineering Related Fields,39,61423,1069798.154,,
378,Florida,Bachelor's Degree,Social Sciences,39,58817,1022890.154,,
379,Florida,Bachelor's Degree,Visual and Performing Arts,39,41474,710716.1535,,
380,Georgia,HS did not graduate,,16,30325,30325.0,,26.91809181
381,Georgia,HS graduate,,18,35880,35880.0,26.91809181,
382,Georgia,Associate Degree,,20,42139,26467.07434,29.59403468,31.96899276
383,Georgia,Bachelor's Degree,All Majors Combined,22,61933,26682.7687,26.87168537,26.86179063
384,Georgia,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,57465,22214.7687,28.0029562,28.28215109
385,Georgia,Bachelor's Degree,Business,22,71468,36217.7687,25.27915396,25.02332897
386,Georgia,Bachelor's Degree,Communications,22,55546,20295.7687,28.61188023,29.09031991
387,Georgia,Bachelor's Degree,Computers Mathematics and Statistics,22,81935,46684.7687,24.20849121,23.88166825
388,Georgia,Bachelor's Degree,Education,22,50986,15735.7687,30.51257109,31.83438576
389,Georgia,Bachelor's Degree,Engineering,22,85794,50543.7687,23.91570483,23.58156492
390,Georgia,Bachelor's Degree,Liberal Arts and History,22,57486,22235.7687,27.99676858,28.27410124
391,Georgia,Bachelor's Degree,Literature and Languages,22,55442,20191.7687,28.64753877,29.13864796
392,Georgia,Bachelor's Degree,Multidisciplinary Studies,22,56121,20870.7687,28.41991903,28.83208494
393,Georgia,Bachelor's Degree,Other,22,50482,15231.7687,30.77542448,32.24285929
394,Georgia,Bachelor's Degree,Physical and Related Sciences,22,66599,31348.7687,25.9877662,25.8195329
395,Georgia,Bachelor's Degree,Psychology,22,51760,16509.7687,30.1329709,31.25757124
396,Georgia,Bachelor's Degree,Science and Engineering Related Fields,22,61759,26508.7687,26.90972295,26.90792655
397,Georgia,Bachelor's Degree,Social Sciences,22,63114,27863.7687,26.6241798,26.56422969
398,Georgia,Bachelor's Degree,Visual and Performing Arts,22,53142,17891.7687,29.51922826,30.3562873
399,Georgia,HS did not graduate,,39,30325,727800.0,,
400,Georgia,HS graduate,,39,35880,789360.0,,
401,Georgia,Associate Degree,,39,42139,827108.0743,,
402,Georgia,Bachelor's Degree,All Majors Combined,39,61933,1079543.769,,
403,Georgia,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,57465,999119.7687,,
404,Georgia,Bachelor's Degree,Business,39,71468,1251173.769,,
405,Georgia,Bachelor's Degree,Communications,39,55546,964577.7687,,
406,Georgia,Bachelor's Degree,Computers Mathematics and Statistics,39,81935,1439579.769,,
407,Georgia,Bachelor's Degree,Education,39,50986,882497.7687,,
408,Georgia,Bachelor's Degree,Engineering,39,85794,1509041.769,,
409,Georgia,Bachelor's Degree,Liberal Arts and History,39,57486,999497.7687,,
410,Georgia,Bachelor's Degree,Literature and Languages,39,55442,962705.7687,,
411,Georgia,Bachelor's Degree,Multidisciplinary Studies,39,56121,974927.7687,,
412,Georgia,Bachelor's Degree,Other,39,50482,873425.7687,,
413,Georgia,Bachelor's Degree,Physical and Related Sciences,39,66599,1163531.769,,
414,Georgia,Bachelor's Degree,Psychology,39,51760,896429.7687,,
415,Georgia,Bachelor's Degree,Science and Engineering Related Fields,39,61759,1076411.769,,
416,Georgia,Bachelor's Degree,Social Sciences,39,63114,1100801.769,,
417,Georgia,Bachelor's Degree,Visual and Performing Arts,39,53142,921305.7687,,
418,Hawaii,HS did not graduate,,16,29829,29829.0,,21.13761626
419,Hawaii,HS graduate,,18,41441,41441.0,21.13761626,
420,Hawaii,Associate Degree,,20,46737,31522.19464,25.95663623,36.52281068
421,Hawaii,Bachelor's Degree,All Majors Combined,22,60249,27030.19158,26.97543749,30.57968994
422,Hawaii,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,64471,31252.19158,26.12530479,28.64015668
423,Hawaii,Bachelor's Degree,Business,22,59547,26328.19158,27.1402116,30.98988227
424,Hawaii,Bachelor's Degree,Communications,22,57996,24777.19158,27.53338334,32.01949915
425,Hawaii,Bachelor's Degree,Computers Mathematics and Statistics,22,71478,38259.19158,25.09478759,26.62458995
426,Hawaii,Bachelor's Degree,Education,22,52107,18888.19158,29.52476921,38.65580428
427,Hawaii,Bachelor's Degree,Engineering,22,82768,49549.19158,24.00825116,24.81483796
428,Hawaii,Bachelor's Degree,Liberal Arts and History,22,54066,20847.19158,28.75491226,35.76101453
429,Hawaii,Bachelor's Degree,Literature and Languages,22,42890,9671.191579,36.24629113,157.3242294
430,Hawaii,Bachelor's Degree,Multidisciplinary Studies,22,61250,28031.19158,26.75321627,30.04507085
431,Hawaii,Bachelor's Degree,Other,22,59718,26499.19158,27.09936125,30.8870607
432,Hawaii,Bachelor's Degree,Physical and Related Sciences,22,59975,26756.19158,27.03883794,30.73609628
433,Hawaii,Bachelor's Degree,Psychology,22,57539,24320.19158,27.65762571,32.36071614
434,Hawaii,Bachelor's Degree,Science and Engineering Related Fields,22,74637,41418.19158,24.73560097,25.99418028
435,Hawaii,Bachelor's Degree,Social Sciences,22,50493,17274.19158,30.26871895,41.98219271
436,Hawaii,Bachelor's Degree,Visual and Performing Arts,22,36076,2857.191579,53.96715358,-17.08906028
437,Hawaii,HS did not graduate,,39,29829,715896.0,,
438,Hawaii,HS graduate,,39,41441,911702.0,,
439,Hawaii,Associate Degree,,39,46737,919525.1946,,
440,Hawaii,Bachelor's Degree,All Majors Combined,39,60249,1051263.192,,
441,Hawaii,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,64471,1127259.192,,
442,Hawaii,Bachelor's Degree,Business,39,59547,1038627.192,,
443,Hawaii,Bachelor's Degree,Communications,39,57996,1010709.192,,
444,Hawaii,Bachelor's Degree,Computers Mathematics and Statistics,39,71478,1253385.192,,
445,Hawaii,Bachelor's Degree,Education,39,52107,904707.1916,,
446,Hawaii,Bachelor's Degree,Engineering,39,82768,1456605.192,,
447,Hawaii,Bachelor's Degree,Liberal Arts and History,39,54066,939969.1916,,
448,Hawaii,Bachelor's Degree,Literature and Languages,39,42890,738801.1916,,
449,Hawaii,Bachelor's Degree,Multidisciplinary Studies,39,61250,1069281.192,,
450,Hawaii,Bachelor's Degree,Other,39,59718,1041705.192,,
451,Hawaii,Bachelor's Degree,Physical and Related Sciences,39,59975,1046331.192,,
452,Hawaii,Bachelor's Degree,Psychology,39,57539,1002483.192,,
453,Hawaii,Bachelor's Degree,Science and Engineering Related Fields,39,74637,1310247.192,,
454,Hawaii,Bachelor's Degree,Social Sciences,39,50493,875655.1916,,
455,Hawaii,Bachelor's Degree,Visual and Performing Arts,39,36076,616149.1916,,
456,Idaho,HS did not graduate,,16,35192,35192.0,,47.79042457
457,Idaho,HS graduate,,18,37406,37406.0,47.79042457,
458,Idaho,Associate Degree,,20,40546,24784.72865,47.23594908,46.84499088
459,Idaho,Bachelor's Degree,All Majors Combined,22,54167,21668.31276,32.84061593,30.86586046
460,Idaho,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,51716,19217.31276,34.74526067,32.72695229
461,Idaho,Bachelor's Degree,Business,22,64502,32003.31276,28.31288595,26.72138645
462,Idaho,Bachelor's Degree,Communications,22,41541,9042.312763,58.37623047,64.04418071
463,Idaho,Bachelor's Degree,Computers Mathematics and Statistics,22,85377,52878.31276,24.85505006,23.79651638
464,Idaho,Bachelor's Degree,Education,22,44899,12400.31276,45.10051378,44.30571029
465,Idaho,Bachelor's Degree,Engineering,22,87357,54858.31276,24.67076943,23.64602685
466,Idaho,Bachelor's Degree,Liberal Arts and History,22,40931,8432.312763,62.4552513,71.66601056
467,Idaho,Bachelor's Degree,Literature and Languages,22,45885,13386.31276,42.78599899,41.47926492
468,Idaho,Bachelor's Degree,Multidisciplinary Studies,22,45313,12814.31276,44.07377603,43.03309564
469,Idaho,Bachelor's Degree,Other,22,49459,16960.31276,37.07792018,35.11015409
470,Idaho,Bachelor's Degree,Physical and Related Sciences,22,55170,22671.31276,32.19594991,30.25234673
471,Idaho,Bachelor's Degree,Psychology,22,41253,8754.312763,60.19975041,67.34148356
472,Idaho,Bachelor's Degree,Science and Engineering Related Fields,22,54877,22378.31276,32.37747967,30.42428523
473,Idaho,Bachelor's Degree,Social Sciences,22,56165,23666.31276,31.61735027,29.70854988
474,Idaho,Bachelor's Degree,Visual and Performing Arts,22,41177,8678.312763,60.71022343,68.2955946
475,Idaho,HS did not graduate,,39,35192,844608.0,,
476,Idaho,HS graduate,,39,37406,822932.0,,
477,Idaho,Associate Degree,,39,40546,795158.7287,,
478,Idaho,Bachelor's Degree,All Majors Combined,39,54167,942507.3128,,
479,Idaho,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,51716,898389.3128,,
480,Idaho,Bachelor's Degree,Business,39,64502,1128537.313,,
481,Idaho,Bachelor's Degree,Communications,39,41541,715239.3128,,
482,Idaho,Bachelor's Degree,Computers Mathematics and Statistics,39,85377,1504287.313,,
483,Idaho,Bachelor's Degree,Education,39,44899,775683.3128,,
484,Idaho,Bachelor's Degree,Engineering,39,87357,1539927.313,,
485,Idaho,Bachelor's Degree,Liberal Arts and History,39,40931,704259.3128,,
486,Idaho,Bachelor's Degree,Literature and Languages,39,45885,793431.3128,,
487,Idaho,Bachelor's Degree,Multidisciplinary Studies,39,45313,783135.3128,,
488,Idaho,Bachelor's Degree,Other,39,49459,857763.3128,,
489,Idaho,Bachelor's Degree,Physical and Related Sciences,39,55170,960561.3128,,
490,Idaho,Bachelor's Degree,Psychology,39,41253,710055.3128,,
491,Idaho,Bachelor's Degree,Science and Engineering Related Fields,39,54877,955287.3128,,
492,Idaho,Bachelor's Degree,Social Sciences,39,56165,978471.3128,,
493,Idaho,Bachelor's Degree,Visual and Performing Arts,39,41177,708687.3128,,
494,Illinois,HS did not graduate,,16,31826,31826.0,,25.17175793
495,Illinois,HS graduate,,18,38766,38766.0,25.17175793,
496,Illinois,Associate Degree,,20,44169,31083.51829,29.37401618,34.77169752
497,Illinois,Bachelor's Degree,All Majors Combined,22,67514,32505.63272,26.33166239,26.61167272
498,Illinois,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,65515,30506.63272,26.70736345,27.10577469
499,Illinois,Bachelor's Degree,Business,22,80191,45182.63272,24.67206383,24.58834924
500,Illinois,Bachelor's Degree,Communications,22,63547,28538.63272,27.12349444,27.67008463
501,Illinois,Bachelor's Degree,Computers Mathematics and Statistics,22,84254,49245.63272,24.30999404,24.17851669
502,Illinois,Bachelor's Degree,Education,22,55945,20936.63272,29.36872869,31.06422768
503,Illinois,Bachelor's Degree,Engineering,22,90621,55612.63272,23.84325822,23.66545882
504,Illinois,Bachelor's Degree,Liberal Arts and History,22,61603,26594.63272,27.58855383,28.32300071
505,Illinois,Bachelor's Degree,Literature and Languages,22,55834,20825.63272,29.41204462,31.13618276
506,Illinois,Bachelor's Degree,Multidisciplinary Studies,22,62458,27449.63272,27.37674221,28.02263917
507,Illinois,Bachelor's Degree,Other,22,61619,26610.63272,27.58447848,28.31717356
508,Illinois,Bachelor's Degree,Physical and Related Sciences,22,65166,30157.63272,26.7775755,27.19971088
509,Illinois,Bachelor's Degree,Psychology,22,57901,22892.63272,28.6659393,29.93323059
510,Illinois,Bachelor's Degree,Science and Engineering Related Fields,22,66607,31598.63272,26.49677604,26.82706682
511,Illinois,Bachelor's Degree,Social Sciences,22,71816,36807.63272,25.65052181,25.75105499
512,Illinois,Bachelor's Degree,Visual and Performing Arts,22,49499,14490.63272,32.78585228,37.70915562
513,Illinois,HS did not graduate,,39,31826,763824.0,,
514,Illinois,HS graduate,,39,38766,852852.0,,
515,Illinois,Associate Degree,,39,44169,870294.5183,,
516,Illinois,Bachelor's Degree,All Majors Combined,39,67514,1180243.633,,
517,Illinois,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,65515,1144261.633,,
518,Illinois,Bachelor's Degree,Business,39,80191,1408429.633,,
519,Illinois,Bachelor's Degree,Communications,39,63547,1108837.633,,
520,Illinois,Bachelor's Degree,Computers Mathematics and Statistics,39,84254,1481563.633,,
521,Illinois,Bachelor's Degree,Education,39,55945,972001.6327,,
522,Illinois,Bachelor's Degree,Engineering,39,90621,1596169.633,,
523,Illinois,Bachelor's Degree,Liberal Arts and History,39,61603,1073845.633,,
524,Illinois,Bachelor's Degree,Literature and Languages,39,55834,970003.6327,,
525,Illinois,Bachelor's Degree,Multidisciplinary Studies,39,62458,1089235.633,,
526,Illinois,Bachelor's Degree,Other,39,61619,1074133.633,,
527,Illinois,Bachelor's Degree,Physical and Related Sciences,39,65166,1137979.633,,
528,Illinois,Bachelor's Degree,Psychology,39,57901,1007209.633,,
529,Illinois,Bachelor's Degree,Science and Engineering Related Fields,39,66607,1163917.633,,
530,Illinois,Bachelor's Degree,Social Sciences,39,71816,1257679.633,,
531,Illinois,Bachelor's Degree,Visual and Performing Arts,39,49499,855973.6327,,
532,Indiana,HS did not graduate,,16,32019,32019.0,,25.80073462
533,Indiana,HS graduate,,18,38553,38553.0,25.80073462,
534,Indiana,Associate Degree,,20,44403,23602.41946,30.02168771,34.73616761
535,Indiana,Bachelor's Degree,All Majors Combined,22,55574,20568.58092,29.64208954,31.11670402
536,Indiana,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,58560,23554.58092,28.55730451,29.45756081
537,Indiana,Bachelor's Degree,Business,22,66513,31507.58092,26.58431667,26.76743273
538,Indiana,Bachelor's Degree,Communications,22,52590,17584.58092,31.04075733,33.47990447
539,Indiana,Bachelor's Degree,Computers Mathematics and Statistics,22,68874,33868.58092,26.16251307,26.24047423
540,Indiana,Bachelor's Degree,Education,22,47086,12080.58092,35.07396423,42.1747825
541,Indiana,Bachelor's Degree,Engineering,22,83197,48191.58092,24.43783304,24.23836169
542,Indiana,Bachelor's Degree,Liberal Arts and History,22,47718,12712.58092,34.46712651,40.64565402
543,Indiana,Bachelor's Degree,Literature and Languages,22,42324,7318.58092,42.03973014,70.17698729
544,Indiana,Bachelor's Degree,Multidisciplinary Studies,22,51798,16792.58092,31.48285652,34.28595086
545,Indiana,Bachelor's Degree,Other,22,51481,16475.58092,31.66989102,34.63624838
546,Indiana,Bachelor's Degree,Physical and Related Sciences,22,61168,26162.58092,27.79167104,28.36689892
547,Indiana,Bachelor's Degree,Psychology,22,50682,15676.58092,32.16950217,35.60041381
548,Indiana,Bachelor's Degree,Science and Engineering Related Fields,22,63279,28273.58092,27.26549645,27.65256892
549,Indiana,Bachelor's Degree,Social Sciences,22,50487,15481.58092,32.29799757,35.85532253
550,Indiana,Bachelor's Degree,Visual and Performing Arts,22,43216,8210.58092,40.28395276,60.57847289
551,Indiana,HS did not graduate,,39,32019,768456.0,,
552,Indiana,HS graduate,,39,38553,848166.0,,
553,Indiana,Associate Degree,,39,44403,867259.4195,,
554,Indiana,Bachelor's Degree,All Majors Combined,39,55574,965326.5809,,
555,Indiana,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,58560,1019074.581,,
556,Indiana,Bachelor's Degree,Business,39,66513,1162228.581,,
557,Indiana,Bachelor's Degree,Communications,39,52590,911614.5809,,
558,Indiana,Bachelor's Degree,Computers Mathematics and Statistics,39,68874,1204726.581,,
559,Indiana,Bachelor's Degree,Education,39,47086,812542.5809,,
560,Indiana,Bachelor's Degree,Engineering,39,83197,1462540.581,,
561,Indiana,Bachelor's Degree,Liberal Arts and History,39,47718,823918.5809,,
562,Indiana,Bachelor's Degree,Literature and Languages,39,42324,726826.5809,,
563,Indiana,Bachelor's Degree,Multidisciplinary Studies,39,51798,897358.5809,,
564,Indiana,Bachelor's Degree,Other,39,51481,891652.5809,,
565,Indiana,Bachelor's Degree,Physical and Related Sciences,39,61168,1066018.581,,
566,Indiana,Bachelor's Degree,Psychology,39,50682,877270.5809,,
567,Indiana,Bachelor's Degree,Science and Engineering Related Fields,39,63279,1104016.581,,
568,Indiana,Bachelor's Degree,Social Sciences,39,50487,873760.5809,,
569,Indiana,Bachelor's Degree,Visual and Performing Arts,39,43216,742882.5809,,
570,Iowa,HS did not graduate,,16,32968,32968.0,,26.18946067
571,Iowa,HS graduate,,18,39439,39439.0,26.18946067,
572,Iowa,Associate Degree,,20,45837,30122.96549,29.46833744,32.78462559
573,Iowa,Bachelor's Degree,All Majors Combined,22,57861,17164.35612,29.58119326,30.77258951
574,Iowa,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,56998,16301.35612,29.92528689,31.30204703
575,Iowa,Bachelor's Degree,Business,22,69840,29143.35612,26.46844879,26.52783276
576,Iowa,Bachelor's Degree,Communications,22,50004,9307.356119,34.0000378,38.78397008
577,Iowa,Bachelor's Degree,Computers Mathematics and Statistics,22,63927,23230.35612,27.7038872,28.10407726
578,Iowa,Bachelor's Degree,Education,22,50126,9429.356119,33.90049213,38.56953718
579,Iowa,Bachelor's Degree,Engineering,22,80929,40232.35612,24.97288722,24.78314398
580,Iowa,Bachelor's Degree,Liberal Arts and History,22,50498,9801.356119,33.60551306,37.94489953
581,Iowa,Bachelor's Degree,Literature and Languages,22,44113,3416.356119,41.4001475,62.4588455
582,Iowa,Bachelor's Degree,Multidisciplinary Studies,22,50161,9464.356119,33.87219472,38.50892034
583,Iowa,Bachelor's Degree,Other,22,52522,11825.35612,32.19723043,35.16874141
584,Iowa,Bachelor's Degree,Physical and Related Sciences,22,50347,9650.356119,33.72372656,38.19331169
585,Iowa,Bachelor's Degree,Psychology,22,51775,11078.35612,32.68169532,36.08727658
586,Iowa,Bachelor's Degree,Science and Engineering Related Fields,22,62547,21850.35612,28.06330991,28.58804933
587,Iowa,Bachelor's Degree,Social Sciences,22,57877,17180.35612,29.5750389,30.76324134
588,Iowa,Bachelor's Degree,Visual and Performing Arts,22,46087,5390.356119,38.18009329,49.85148073
589,Iowa,HS did not graduate,,39,32968,791232.0,,
590,Iowa,HS graduate,,39,39439,867658.0,,
591,Iowa,Associate Degree,,39,45837,901025.9655,,
592,Iowa,Bachelor's Degree,All Majors Combined,39,57861,1000801.356,,
593,Iowa,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,56998,985267.3561,,
594,Iowa,Bachelor's Degree,Business,39,69840,1216423.356,,
595,Iowa,Bachelor's Degree,Communications,39,50004,859375.3561,,
596,Iowa,Bachelor's Degree,Computers Mathematics and Statistics,39,63927,1109989.356,,
597,Iowa,Bachelor's Degree,Education,39,50126,861571.3561,,
598,Iowa,Bachelor's Degree,Engineering,39,80929,1416025.356,,
599,Iowa,Bachelor's Degree,Liberal Arts and History,39,50498,868267.3561,,
600,Iowa,Bachelor's Degree,Literature and Languages,39,44113,753337.3561,,
601,Iowa,Bachelor's Degree,Multidisciplinary Studies,39,50161,862201.3561,,
602,Iowa,Bachelor's Degree,Other,39,52522,904699.3561,,
603,Iowa,Bachelor's Degree,Physical and Related Sciences,39,50347,865549.3561,,
604,Iowa,Bachelor's Degree,Psychology,39,51775,891253.3561,,
605,Iowa,Bachelor's Degree,Science and Engineering Related Fields,39,62547,1085149.356,,
606,Iowa,Bachelor's Degree,Social Sciences,39,57877,1001089.356,,
607,Iowa,Bachelor's Degree,Visual and Performing Arts,39,46087,788869.3561,,
608,Kansas,HS did not graduate,,16,32838,32838.0,,33.18817064
609,Kansas,HS graduate,,18,36659,36659.0,33.18817064,
610,Kansas,Associate Degree,,20,42026,28287.83062,33.79126789,34.22063898
611,Kansas,Bachelor's Degree,All Majors Combined,22,58345,24821.66684,29.03874753,28.30763318
612,Kansas,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,55368,21844.66684,30.23308181,29.62955439
613,Kansas,Bachelor's Degree,Business,22,63845,30321.66684,27.4354608,26.62691581
614,Kansas,Bachelor's Degree,Communications,22,52878,19354.66684,31.50455754,31.10791869
615,Kansas,Bachelor's Degree,Computers Mathematics and Statistics,22,76914,43390.66684,25.23076806,24.47545232
616,Kansas,Bachelor's Degree,Education,22,50387,16863.66684,33.13757668,33.12349455
617,Kansas,Bachelor's Degree,Engineering,22,84264,50740.66684,24.48316675,23.78446241
618,Kansas,Bachelor's Degree,Liberal Arts and History,22,50444,16920.66684,33.09504335,33.06922983
619,Kansas,Bachelor's Degree,Literature and Languages,22,40478,6954.666843,50.17687607,67.17447844
620,Kansas,Bachelor's Degree,Multidisciplinary Studies,22,49167,15643.66684,34.11913364,34.40352839
621,Kansas,Bachelor's Degree,Other,22,52744,19220.66684,31.58200207,31.2004559
622,Kansas,Bachelor's Degree,Physical and Related Sciences,22,63001,29477.66684,27.64351468,26.83924277
623,Kansas,Bachelor's Degree,Psychology,22,49307,15783.66684,33.99910943,34.24409655
624,Kansas,Bachelor's Degree,Science and Engineering Related Fields,22,61241,27717.66684,28.11714724,27.32891275
625,Kansas,Bachelor's Degree,Social Sciences,22,63670,30146.66684,27.47766389,26.66985055
626,Kansas,Bachelor's Degree,Visual and Performing Arts,22,48100,14576.66684,35.10623333,35.74681699
627,Kansas,HS did not graduate,,39,32838,788112.0,,
628,Kansas,HS graduate,,39,36659,806498.0,,
629,Kansas,Associate Degree,,39,42026,826781.8306,,
630,Kansas,Bachelor's Degree,All Majors Combined,39,58345,1016686.667,,
631,Kansas,Bachelor's Degree,Biological Agricultural and Environmental Sciences,39,55368,963100.6668,,
632,Kansas,Bachelor's Degree,Business,39,63845,1115686.667,,
633,Kansas,Bachelor's Degree,Communications,39,52878,918280.6668,,
634,Kansas,Bachelor's Degree,Computers Mathematics and Statistics,39,76914,1350928.667,,
635,Kansas,Bachelor's Degree,Education,39,50387,873442.6668,,
636,Kansas,Bachelor's Degree,Engineering,39,84264,1483228.667,,
637,Kansas,Bachelor's Degree,Liberal Arts and History,39,50444,874468.6668,,
638,Kansas,Bachelor's Degree,Literature and Languages,39,40478,695080.6668,,
639,Kansas,Bachelor's Degree,Multidisciplinary Studies,39,49167,851482.6668,,
640,Kansas,Bachelor's Degree,Other,39,52744,915868.6668,,
641,Kansas,Bachelor's Degree,Physical and Related Sciences,39,63001,1100494.667,,
642,Kansas,Bachelor's Degree,Psychology,39,49307,854002.6668,,
643,Kansas,Bachelor's Degree,Science and Engineering Related Fields,39,61241,1068814.667,,
644,Kansas,Bachelor's Degree,Social Sciences,39,63670,1112536.667,,
645,Kansas,Bachelor's Degree,Visual and Performing Arts,39,48100,832276.6668,,
646,Kentucky,HS did not graduate,,16,27314,27314.0,,22.83961437
647,Kentucky,HS graduate,,18,35301,35301.0,22.83961437,
648,Kentucky,Associate Degree,,20,40667,26930.79799,27.21082918,33.71714536
649,Kentucky,Bachelor's Degree,All Majors Combined,22,53559,17787.9791,27.60735458,29.69301243
650,Kentucky,Bachelor's Degree,Biological Agricultural and Environmental Sciences,22,57727,21955.9791,26.56479206,27.89151079
651,Kentucky,Bachelor's Degree,Business,22,58864,23092.9791,26.32820985,27.51071684
652,Kentucky,Bachelor's Degree,Communications,22,50596,14824.9791,28.57550987,31.57077613
653,Kentucky,Bachelor's Degree,Computers Mathematics and Statistics,22,66263,30491.9791,25.12606282,25.7158782
654,Kentucky,Bachelor's Degree,Education,22,44486,8714.9791,31.62677736,39.26783026
655,Kentucky,Bachelor's Degree,Engineering,22,91290,55518.9791,23.12077999,23.16088912
656,Kentucky,Bachelor's Degree,Liberal Arts and History,22,44737,8965.9791,31.45927917,38.75530107
657,Kentucky,Bachelor's Degree,Literature and Languages,22,46271,10499.9791,30.53199456,36.13263636
658,Kentucky,Bachelor's Degree,Multidisciplinary Studies,22,36189,417.9791003,42.49634038,219.2961947
659,Kentucky,Bachelor's Degree,Other,22,48028,12256.9791,29.6386512,33.90547819
660,Kentucky,Bachelor's Degree,Physical and Related Sciences,22,54381,18609.9791,27.37632619,29.27542038
661,Kentucky,Bachelor's Degree,Psychology,22,45554,9782.9791,30.94599895,37.26080375
662,Kentucky,Bachelor's Degree,Science and Engineering Related Fields,22,64320,28548.9791,25.39520675,26.0985913
663,Kentucky,Bachelor's Degree,Social Sciences,22,50630,14858.9791,28.56300484,31.54511194
664,Kentucky,Bachelor's Degree,Visual and Performing Arts,22,40920,5148.9791,34.6740424,51.49582148
665,Kentucky,HS did not graduate,,39,27314,655536.0,,
666,Kentucky,HS graduate,,39,35301,776622.0,,
